question_id,category,answerable,evidence_doc,retrieved_chunk_ids,retrieved_sources,retrieval_hit,match_type
Q041,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""eng_204_syllabus_fa_2021_p1_c2"", ""webapps2_syllabus_s2022_p6_c1"", ""webapps2_syllabus_s2022_p2_c1"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c10"", ""music_ed_500ku_syllabus_s23_p1_c3""]","[""ENG 204 syllabus_FA 2021.txt"", ""WebApps2_syllabus_s2022.pdf"", ""WebApps2_syllabus_s2022.pdf"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""MUSIC-ED 500KU Syllabus S23.txt""]",False,not_found
Q042,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""honors_391ah___aa_media_pop_culture___fall_2022_syllabus_p1_c4"", ""legal_297bl_syllabus_p1_c12"", ""webapps2_syllabus_s2022_p2_c1"", ""webapps2_syllabus_s2022_p6_c1"", ""web_apps_syllabus_2021_p2_c1""]","[""Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus.txt"", ""Legal 297BL Syllabus.txt"", ""WebApps2_syllabus_s2022.pdf"", ""WebApps2_syllabus_s2022.pdf"", ""Web_Apps_Syllabus_2021.pdf""]",False,not_found
Q043,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""eng_204_syllabus_fa_2021_p1_c2"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c10"", ""music_ed_500ku_syllabus_s23_p1_c3"", ""webapps2_syllabus_s2022_p6_c1"", ""webapps2_syllabus_s2022_p2_c1""]","[""ENG 204 syllabus_FA 2021.txt"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""MUSIC-ED 500KU Syllabus S23.txt"", ""WebApps2_syllabus_s2022.pdf"", ""WebApps2_syllabus_s2022.pdf""]",False,not_found
Q044,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""legal_297bl_syllabus_p1_c10"", ""eecs_376_foundations_of_cs_fall_2020_p6_c2"", ""webapps2_syllabus_s2022_p6_c1"", ""syllabus_spmgt461_dataanalytics_p1_c10"", ""mdp_(sponsored_project)_2021_cohort_syllabus_p12_c2""]","[""Legal 297BL Syllabus.txt"", ""EECS 376_Foundations of CS_Fall 2020.pdf"", ""WebApps2_syllabus_s2022.pdf"", ""Syllabus_Spmgt461_DataAnalytics.txt"", ""MDP (Sponsored Project) 2021 Cohort Syllabus.pdf""]",False,not_found
Q045,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""music_ed_500ku_syllabus_s23_p1_c3"", ""eng_204_syllabus_fa_2021_p1_c2"", ""webapps2_syllabus_s2022_p6_c1"", ""webapps2_syllabus_s2022_p2_c1"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c10""]","[""MUSIC-ED 500KU Syllabus S23.txt"", ""ENG 204 syllabus_FA 2021.txt"", ""WebApps2_syllabus_s2022.pdf"", ""WebApps2_syllabus_s2022.pdf"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt""]",False,not_found
Q046,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""psych_397d_syllabus_spring_2023_p1_c6"", ""syllabus_spmgt461_dataanalytics_p1_c11"", ""webapps2_syllabus_s2022_p2_c1"", ""geog468668syllabusgis_2023_p1_c4"", ""web_apps_syllabus_2021_p6_c2""]","[""PSYCH 397D syllabus Spring 2023.txt"", ""Syllabus_Spmgt461_DataAnalytics.txt"", ""WebApps2_syllabus_s2022.pdf"", ""GEOG468668syllabusGIS_2023.txt"", ""Web_Apps_Syllabus_2021.pdf""]",False,not_found
Q047,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""psych_397d_syllabus_spring_2023_p1_c6"", ""geog468668syllabusgis_2023_p1_c4"", ""eecs_376_foundations_of_cs_fall_2020_p4_c1"", ""legal_297bl_syllabus_p1_c10"", ""syllabus_spmgt461_dataanalytics_p1_c16""]","[""PSYCH 397D syllabus Spring 2023.txt"", ""GEOG468668syllabusGIS_2023.txt"", ""EECS 376_Foundations of CS_Fall 2020.pdf"", ""Legal 297BL Syllabus.txt"", ""Syllabus_Spmgt461_DataAnalytics.txt""]",False,not_found
Q048,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""music_ed_500ku_syllabus_s23_p1_c5"", ""psych_397d_syllabus_spring_2023_p1_c6"", ""geog468668syllabusgis_2023_p1_c4"", ""syllabus_spmgt461_dataanalytics_p1_c10"", ""web_apps_syllabus_2021_p5_c2""]","[""MUSIC-ED 500KU Syllabus S23.txt"", ""PSYCH 397D syllabus Spring 2023.txt"", ""GEOG468668syllabusGIS_2023.txt"", ""Syllabus_Spmgt461_DataAnalytics.txt"", ""Web_Apps_Syllabus_2021.pdf""]",False,not_found
Q049,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""eecs_498_004_introduction_to_nlp_winter_2021_p1_c2"", ""eecs_285_practical_programming_in_java_fall_2020_p5_c1"", ""eecs_482_introduction_to_operating_systems_winter_2021_p3_c3"", ""web_apps_syllabus_2021_p6_c2"", ""ai_and_media_syllabus_s2022_p2_c2""]","[""EECS 498-004_Introduction to NLP_Winter 2021.pdf"", ""EECS 285_Practical Programming in Java_Fall 2020.pdf"", ""EECS 482_Introduction to Operating Systems_Winter 2021.pdf"", ""Web_Apps_Syllabus_2021.pdf"", ""AI_and_Media_Syllabus_s2022.pdf""]",False,not_found
Q050,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""psych_397d_syllabus_spring_2023_p1_c6"", ""geog468668syllabusgis_2023_p1_c4"", ""mie_302_spring_2022_syllabus_v1_p1_c4"", ""web_apps_syllabus_2021_p6_c2"", ""mie_380_syllabus_f22_p1_c5""]","[""PSYCH 397D syllabus Spring 2023.txt"", ""GEOG468668syllabusGIS_2023.txt"", ""MIE 302 Spring 2022 Syllabus-v1.txt"", ""Web_Apps_Syllabus_2021.pdf"", ""MIE 380 syllabus F22.txt""]",False,not_found
Q051,multi_condition_reasoning,yes,1. Syllabus 2023.txt,"[""geog468668syllabusgis_2023_p1_c4"", ""psych_397d_syllabus_spring_2023_p1_c6"", ""web_apps_syllabus_2021_p6_c2"", ""web_apps_syllabus_2021_p2_c2"", ""sch_mgmt_652_syllabus___fully_online_p1_c5""]","[""GEOG468668syllabusGIS_2023.txt"", ""PSYCH 397D syllabus Spring 2023.txt"", ""Web_Apps_Syllabus_2021.pdf"", ""Web_Apps_Syllabus_2021.pdf"", ""Sch Mgmt 652 Syllabus - Fully OnLine.txt""]",False,not_found
Q052,multi_condition_reasoning,yes,101-f22-syll.txt,"[""130_syllabus_2_s_2023_p1_c8"", ""webapps2_syllabus_s2022_p2_c1"", ""legal_297bl_syllabus_p1_c10"", ""webapps2_syllabus_s2022_p6_c1"", ""syllabus_grounding_s_2023_p1_c2""]","[""130 syllabus_2 S 2023.txt"", ""WebApps2_syllabus_s2022.pdf"", ""Legal 297BL Syllabus.txt"", ""WebApps2_syllabus_s2022.pdf"", ""Syllabus_Grounding_S_2023.txt""]",False,not_found
Q053,multi_condition_reasoning,yes,101-f22-syll.txt,"[""webapps2_syllabus_s2022_p2_c1"", ""web_apps_syllabus_2021_p2_c1"", ""130_syllabus_2_s_2023_p1_c8"", ""legal_297bl_syllabus_p1_c12"", ""eecs_376_foundations_of_cs_fall_2020_p6_c2""]","[""WebApps2_syllabus_s2022.pdf"", ""Web_Apps_Syllabus_2021.pdf"", ""130 syllabus_2 S 2023.txt"", ""Legal 297BL Syllabus.txt"", ""EECS 376_Foundations of CS_Fall 2020.pdf""]",False,not_found
Q054,multi_condition_reasoning,yes,101-f22-syll.txt,"[""syllabus_spmgt461_dataanalytics_p1_c11"", ""math561&ioe_510_linear_programming_i_winter_2021_p3_c2"", ""math561&ioe_510_linear_programming_i_winter_2021_p3_c1"", ""web_apps_syllabus_2021_p5_c2"", ""eecs_376_foundations_of_cs_fall_2020_p6_c2""]","[""Syllabus_Spmgt461_DataAnalytics.txt"", ""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""Web_Apps_Syllabus_2021.pdf"", ""EECS 376_Foundations of CS_Fall 2020.pdf""]",False,not_found
Q055,multi_condition_reasoning,yes,101-f22-syll.txt,"[""umass_math3312023_p1_c3"", ""syllabus_spmgt461_dataanalytics_p1_c11"", ""math561&ioe_510_linear_programming_i_winter_2021_p3_c1"", ""syllabus_fall2022_revised2_p1_c2"", ""eecs_492_introduction_to_ai_winter_2021_p4_c2""]","[""UMASS-Math3312023.txt"", ""Syllabus_Spmgt461_DataAnalytics.txt"", ""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""syllabus_fall2022-revised2.txt"", ""EECS 492_Introduction to AI_Winter 2021.pdf""]",False,not_found
Q056,rule_understanding,yes,1. Syllabus 2023.txt,"[""webapps2_syllabus_s2022_p6_c1"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c10"", ""biochem_320_syllabus_sp23_2_feb_2023_p1_c10"", ""web_apps_syllabus_2021_p6_c2"", ""music_ed_500ku_syllabus_s23_p1_c3""]","[""WebApps2_syllabus_s2022.pdf"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""BIOCHEM 320 Syllabus SP23 2 Feb 2023.txt"", ""Web_Apps_Syllabus_2021.pdf"", ""MUSIC-ED 500KU Syllabus S23.txt""]",False,not_found
Q057,exception_handling,yes,1. Syllabus 2023.txt,"[""biochem_320_syllabus_sp23_2_feb_2023_p1_c9"", ""webapps2_syllabus_s2022_p6_c1"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c10"", ""eng_204_syllabus_fa_2021_p1_c2"", ""music_ed_500ku_syllabus_s23_p1_c3""]","[""BIOCHEM 320 Syllabus SP23 2 Feb 2023.txt"", ""WebApps2_syllabus_s2022.pdf"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""ENG 204 syllabus_FA 2021.txt"", ""MUSIC-ED 500KU Syllabus S23.txt""]",False,not_found
Q058,exception_handling,yes,1. Syllabus 2023.txt,"[""ai_and_media_syllabus_s2022_p4_c2"", ""eecs_482_introduction_to_operating_systems_winter_2021_p3_c3"", ""eecs_285_practical_programming_in_java_fall_2020_p5_c1"", ""ai_and_media_syllabus_s2022_p2_c2"", ""web_apps_syllabus_2021_p6_c2""]","[""AI_and_Media_Syllabus_s2022.pdf"", ""EECS 482_Introduction to Operating Systems_Winter 2021.pdf"", ""EECS 285_Practical Programming in Java_Fall 2020.pdf"", ""AI_and_Media_Syllabus_s2022.pdf"", ""Web_Apps_Syllabus_2021.pdf""]",False,not_found
Q059,exception_handling,yes,101-f22-syll.txt,"[""web_apps_syllabus_2021_p5_c2"", ""ai_and_media_syllabus_s2022_p2_c2"", ""eecs_484_database_management_systems_winter_2021_p5_c1"", ""eecs_492_introduction_to_ai_winter_2021_p4_c2"", ""web_apps_syllabus_2021_p2_c2""]","[""Web_Apps_Syllabus_2021.pdf"", ""AI_and_Media_Syllabus_s2022.pdf"", ""EECS 484_Database Management Systems_Winter 2021.pdf"", ""EECS 492_Introduction to AI_Winter 2021.pdf"", ""Web_Apps_Syllabus_2021.pdf""]",False,not_found
Q060,exception_handling,yes,101-f22-syll.txt,"[""music_ed_500ku_syllabus_s23_p1_c3"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c10"", ""web_apps_syllabus_2021_p2_c1"", ""biochem_320_syllabus_sp23_2_feb_2023_p1_c9""]","[""MUSIC-ED 500KU Syllabus S23.txt"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""Web_Apps_Syllabus_2021.pdf"", ""BIOCHEM 320 Syllabus SP23 2 Feb 2023.txt""]",False,not_found
Q061,exception_handling,yes,101-f22-syll.txt,"[""math561&ioe_510_linear_programming_i_winter_2021_p6_c1"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""101_f22_syll_p1_c3"", ""nutr_130h_syllabus_2021fall_p1_c5"", ""ai_and_media_syllabus_s2022_p6_c1""]","[""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""101-f22-syll.txt"", ""Nutr_130H_Syllabus_2021Fall.txt"", ""AI_and_Media_Syllabus_s2022.pdf""]",True,source_match
Q062,exception_handling,yes,101-f22-syll.txt,"[""nutr_130h_syllabus_2021fall_p1_c5"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""101_f22_syll_p1_c3"", ""math561&ioe_510_linear_programming_i_winter_2021_p6_c1"", ""umass_math3312023_p1_c5""]","[""Nutr_130H_Syllabus_2021Fall.txt"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""101-f22-syll.txt"", ""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""UMASS-Math3312023.txt""]",True,source_match
Q063,exception_handling,yes,101-f22-syll.txt,"[""ai_and_media_syllabus_s2022_p6_c1"", ""math561&ioe_510_linear_programming_i_winter_2021_p6_c1"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""mie_302_spring_2022_syllabus_v1_p1_c5"", ""umass_math3312023_p1_c5""]","[""AI_and_Media_Syllabus_s2022.pdf"", ""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""MIE 302 Spring 2022 Syllabus-v1.txt"", ""UMASS-Math3312023.txt""]",False,not_found
Q064,exception_handling,yes,101-f22-syll.txt,"[""math561&ioe_510_linear_programming_i_winter_2021_p6_c1"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""mie_302_spring_2022_syllabus_v1_p1_c5"", ""ai_and_media_syllabus_s2022_p6_c1"", ""syllabus_ise4100_au22_v3_redacted_p1_c7""]","[""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""MIE 302 Spring 2022 Syllabus-v1.txt"", ""AI_and_Media_Syllabus_s2022.pdf"", ""Syllabus_ISE4100_Au22_v3_redacted.txt""]",False,not_found
Q065,exception_handling,yes,101-f22-syll.txt,"[""mie_302_spring_2022_syllabus_v1_p1_c5"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""umass_math3312023_p1_c5"", ""nutr_130h_syllabus_2021fall_p1_c5"", ""101_f22_syll_p1_c3""]","[""MIE 302 Spring 2022 Syllabus-v1.txt"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""UMASS-Math3312023.txt"", ""Nutr_130H_Syllabus_2021Fall.txt"", ""101-f22-syll.txt""]",True,source_match
Q066,exception_handling,yes,101-f22-syll.txt,"[""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""101_f22_syll_p1_c3"", ""umass_math3312023_p1_c5"", ""eecs_492_introduction_to_ai_winter_2021_p5_c2"", ""math561&ioe_510_linear_programming_i_winter_2021_p6_c1""]","[""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""101-f22-syll.txt"", ""UMASS-Math3312023.txt"", ""EECS 492_Introduction to AI_Winter 2021.pdf"", ""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf""]",True,source_match
Q067,exception_handling,yes,101-f22-syll.txt,"[""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""math561&ioe_510_linear_programming_i_winter_2021_p6_c1"", ""101_f22_syll_p1_c3"", ""fs542_food_chem2_p1_c3"", ""mie_302_spring_2022_syllabus_v1_p1_c5""]","[""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""MATH561&IOE 510_Linear Programming I_Winter 2021.pdf"", ""101-f22-syll.txt"", ""FS542_food chem2.txt"", ""MIE 302 Spring 2022 Syllabus-v1.txt""]",True,source_match
Q068,exception_handling,yes,101-f22-syll.txt,"[""eecs_484_database_management_systems_winter_2021_p5_c1"", ""eecs_492_introduction_to_ai_winter_2021_p4_c2"", ""eecs_285_practical_programming_in_java_fall_2020_p3_c1"", ""eecs_376_foundations_of_cs_fall_2020_p5_c1"", ""web_apps_syllabus_2021_p2_c2""]","[""EECS 484_Database Management Systems_Winter 2021.pdf"", ""EECS 492_Introduction to AI_Winter 2021.pdf"", ""EECS 285_Practical Programming in Java_Fall 2020.pdf"", ""EECS 376_Foundations of CS_Fall 2020.pdf"", ""Web_Apps_Syllabus_2021.pdf""]",False,not_found
Q069,exception_handling,yes,101-f22-syll.txt,"[""eecs_484_database_management_systems_winter_2021_p5_c1"", ""ai_and_media_syllabus_s2022_p2_c2"", ""101_f22_syll_p1_c1"", ""eecs_285_practical_programming_in_java_fall_2020_p3_c1"", ""web_apps_syllabus_2021_p2_c2""]","[""EECS 484_Database Management Systems_Winter 2021.pdf"", ""AI_and_Media_Syllabus_s2022.pdf"", ""101-f22-syll.txt"", ""EECS 285_Practical Programming in Java_Fall 2020.pdf"", ""Web_Apps_Syllabus_2021.pdf""]",True,source_match
Q070,exception_handling,yes,101-f22-syll.txt,"[""biochem_320_syllabus_sp23_2_feb_2023_p1_c10"", ""biochem_320_syllabus_sp23_2_feb_2023_p1_c9"", ""eecs_445_introduction_to_ml_winter_2021_p6_c1"", ""ai_and_media_syllabus_s2022_p6_c1"", ""101_f22_syll_p1_c1""]","[""BIOCHEM 320 Syllabus SP23 2 Feb 2023.txt"", ""BIOCHEM 320 Syllabus SP23 2 Feb 2023.txt"", ""EECS 445_Introduction to ML_Winter 2021.pdf"", ""AI_and_Media_Syllabus_s2022.pdf"", ""101-f22-syll.txt""]",True,source_match
Q071,unanswerable_insufficient_evidence,no,,[],[],False,no_evidence_doc
Q072,unanswerable_insufficient_evidence,no,,"[""syllabus_introgis_fall2022_p1_c4"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c2"", ""eecs_492_introduction_to_ai_winter_2021_p5_c2"", ""eecs_484_database_management_systems_winter_2021_p3_c1"", ""270_syllabus_fall_2022_(1)_p1_c9""]","[""Syllabus_IntroGIS_Fall2022.txt"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""EECS 492_Introduction to AI_Winter 2021.pdf"", ""EECS 484_Database Management Systems_Winter 2021.pdf"", ""270 Syllabus Fall 2022 (1).txt""]",False,no_evidence_doc
Q073,unanswerable_insufficient_evidence,no,,"[""eecs_445_introduction_to_ml_winter_2021_p4_c2"", ""resecon_213_fall_2022_p1_c4"", ""syllabus_ise4100_au22_v3_redacted_p1_c5"", ""syllabus._multivariable_calculus_p1_c3"", ""stat_111_syl_spring_2023_p1_c2""]","[""EECS 445_Introduction to ML_Winter 2021.pdf"", ""ResEcon-213-Fall-2022.txt"", ""Syllabus_ISE4100_Au22_v3_redacted.txt"", ""Syllabus. Multivariable Calculus.txt"", ""stat-111-syl-spring 2023.txt""]",False,no_evidence_doc
Q074,unanswerable_insufficient_evidence,no,,"[""eecs_492_introduction_to_ai_winter_2021_p5_c2"", ""syllabus._multivariable_calculus_p1_c4"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c13"", ""syllabus._multivariable_calculus_p1_c6"", ""270_syllabus_fall_2022_(1)_p1_c9""]","[""EECS 492_Introduction to AI_Winter 2021.pdf"", ""Syllabus. Multivariable Calculus.txt"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""Syllabus. Multivariable Calculus.txt"", ""270 Syllabus Fall 2022 (1).txt""]",False,no_evidence_doc
Q075,unanswerable_insufficient_evidence,no,,"[""151_syllabus_fall_2022_rounds_p1_c10"", ""syllabus_introgis_fall2022_p1_c4"", ""eecs_486_information_retrieval_and_web_search_winter_2021_p3_c1"", ""syllabus_ise4100_au22_v3_redacted_p1_c4"", ""syllabus_ise4100_au22_v3_redacted_p1_c5""]","[""151 syllabus fall 2022 Rounds.txt"", ""Syllabus_IntroGIS_Fall2022.txt"", ""EECS 486_Information Retrieval and Web Search_Winter 2021.pdf"", ""Syllabus_ISE4100_Au22_v3_redacted.txt"", ""Syllabus_ISE4100_Au22_v3_redacted.txt""]",False,no_evidence_doc
Q076,unanswerable_insufficient_evidence,no,,"[""journal_310_(international_journalism)_syllabus___2022_spring_p1_c15"", ""honors_391ah___aa_media_pop_culture___fall_2022_syllabus_p1_c1"", ""sch_mgmt_652_syllabus___fully_online_p1_c2"", ""psych_397d_syllabus_spring_2023_p1_c2"", ""ai_and_media_syllabus_s2022_p10_c1""]","[""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus.txt"", ""Sch Mgmt 652 Syllabus - Fully OnLine.txt"", ""PSYCH 397D syllabus Spring 2023.txt"", ""AI_and_Media_Syllabus_s2022.pdf""]",False,no_evidence_doc
Q077,unanswerable_insufficient_evidence,no,,"[""syllabus_introgis_fall2022_p1_c4"", ""journal_310_(international_journalism)_syllabus___2022_spring_p1_c13"", ""fin_408_syllabus_updated_v2_p1_c3"", ""stat_111_syl_spring_2023_p1_c1"", ""fin_408_syllabus_updated_v2_p1_c1""]","[""Syllabus_IntroGIS_Fall2022.txt"", ""JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.txt"", ""FIN 408 Syllabus updated v2.txt"", ""stat-111-syl-spring 2023.txt"", ""FIN 408 Syllabus updated v2.txt""]",False,no_evidence_doc
Q078,unanswerable_insufficient_evidence,no,,[],[],False,no_evidence_doc
Q079,unanswerable_insufficient_evidence,no,,"[""eecs_484_database_management_systems_winter_2021_p3_c1"", ""syllabus_introgis_fall2022_p1_c4"", ""315_lab_syllabus_22_01_11_p1_c6"", ""web_apps_syllabus_2021_p11_c1"", ""eecs_497&engr455_human_centered_software_design_and_development_&_multidisciplinary_software_development_winter_2021_p5_c1""]","[""EECS 484_Database Management Systems_Winter 2021.pdf"", ""Syllabus_IntroGIS_Fall2022.txt"", ""315 Lab Syllabus 22-01-11.txt"", ""Web_Apps_Syllabus_2021.pdf"", ""EECS 497&ENGR455_Human-Centered Software Design and Development & Multidisciplinary Software Development_Winter 2021.pdf""]",False,no_evidence_doc
Q080,unanswerable_insufficient_evidence,no,,"[""eecs_484_database_management_systems_winter_2021_p4_c1"", ""eecs_445_introduction_to_ml_winter_2021_p4_c2"", ""syllabus_ise4100_au22_v3_redacted_p1_c5"", ""vsyllabus_2022_p1_c1"", ""stat_111_syl_spring_2023_p1_c2""]","[""EECS 484_Database Management Systems_Winter 2021.pdf"", ""EECS 445_Introduction to ML_Winter 2021.pdf"", ""Syllabus_ISE4100_Au22_v3_redacted.txt"", ""vsyllabus 2022.txt"", ""stat-111-syl-spring 2023.txt""]",False,no_evidence_doc
